row.id,lm,description,side,Region,Bone,NF,NFB,TissueOrigin
613,613,C_52.Basisphenoid midline,midline,13,10,2,2,2
614,614,C_52.Basisphenoid midline,midline,13,10,2,2,2
615,615,C_52.Basisphenoid midline,midline,13,10,2,2,2
616,616,C_52.Basisphenoid midline,midline,13,10,2,2,2
617,617,C_53.Basisphenoid anterior,left,13,10,2,2,2
618,618,C_53.Basisphenoid anterior,left,13,10,2,2,2
619,619,C_53.Basisphenoid anterior,left,13,10,2,2,2
620,620,C_54.Basisphenoid lateral,left,13,10,2,2,2
621,621,C_54.Basisphenoid lateral,left,13,10,2,2,2
622,622,C_54.Basisphenoid lateral,left,13,10,2,2,2
623,623,C_54.Basisphenoid lateral,left,13,10,2,2,2
624,624,C_54.Basisphenoid lateral,left,13,10,2,2,2
625,625,C_54.Basisphenoid lateral,left,13,10,2,2,2
626,626,C_54.Basisphenoid lateral,left,13,10,2,2,2
627,627,C_54.Basisphenoid lateral,left,13,10,2,2,2
628,628,C_54.Basisphenoid lateral,left,13,10,2,2,2
629,629,C_54.Basisphenoid lateral,left,13,10,2,2,2
630,630,C_54.Basisphenoid lateral,left,13,10,2,2,2
631,631,C_54.Basisphenoid lateral,left,13,10,2,2,2
632,632,C_54.Basisphenoid lateral,left,13,10,2,2,2
633,633,C_54.Basisphenoid lateral,left,13,10,2,2,2
634,634,C_54.Basisphenoid lateral,left,13,10,2,2,2
635,635,C_55.Basisphenoid posterior,left,13,10,2,2,2
636,636,C_55.Basisphenoid posterior,left,13,10,2,2,2
637,637,C_55.Basisphenoid posterior,left,13,10,2,2,2
638,638,C_55.Basisphenoid posterior,left,13,10,2,2,2
639,639,C_55.Basisphenoid posterior,left,13,10,2,2,2
640,640,C_56.Palatine midline,left,14,11,1,1,1
641,641,C_56.Palatine midline,left,14,11,1,1,1
642,642,C_56.Palatine midline,left,14,11,1,1,1
643,643,C_56.Palatine midline,left,14,11,1,1,1
644,644,C_56.Palatine midline,left,14,11,1,1,1
645,645,C_56.Palatine midline,left,14,11,1,1,1
646,646,C_56.Palatine midline,left,14,11,1,1,1
647,647,C_57.Palatine lateral,left,14,11,1,1,1
648,648,C_57.Palatine lateral,left,14,11,1,1,1
649,649,C_57.Palatine lateral,left,14,11,1,1,1
650,650,C_57.Palatine lateral,left,14,11,1,1,1
651,651,C_57.Palatine lateral,left,14,11,1,1,1
652,652,C_57.Palatine lateral,left,14,11,1,1,1
653,653,C_57.Palatine lateral,left,14,11,1,1,1
654,654,C_57.Palatine lateral,left,14,11,1,1,1
655,655,C_57.Palatine lateral,left,14,11,1,1,1
656,656,C_57.Palatine lateral,left,14,11,1,1,1
657,657,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
658,658,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
659,659,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
660,660,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
661,661,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
662,662,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
663,663,C_58.Palatine posterior lateral to pterygoid,left,14,11,1,1,1
664,664,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
665,665,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
666,666,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
667,667,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
668,668,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
669,669,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
670,670,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
671,671,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
672,672,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
673,673,C_59.Palatine-pterygoid to posterior midline,left,14,11,1,1,1
674,674,C_60.Pterygoid ventral t o tip,left,15,12,1,1,1
675,675,C_60.Pterygoid ventral t o tip,left,15,12,1,1,1
676,676,C_61.Pterygoid posterior,left,15,12,1,1,1
677,677,C_61.Pterygoid posterior,left,15,12,1,1,1
678,678,C_61.Pterygoid posterior,left,15,12,1,1,1
679,679,C_61.Pterygoid posterior,left,15,12,1,1,1
680,680,C_62.Pterygoid base,left,15,12,1,1,1
681,681,C_62.Pterygoid base,left,15,12,1,1,1
682,682,C_62.Pterygoid base,left,15,12,1,1,1
683,683,C_62.Pterygoid base,left,15,12,1,1,1
684,684,C_62.Pterygoid base,left,15,12,1,1,1
685,685,C_62.Pterygoid base,left,15,12,1,1,1
686,686,C_63.Maxilla ventral midline,midline,16,13,1,1,1
687,687,C_63.Maxilla ventral midline,midline,16,13,1,1,1
688,688,C_63.Maxilla ventral midline,midline,16,13,1,1,1
689,689,C_63.Maxilla ventral midline,midline,16,13,1,1,1
690,690,C_63.Maxilla ventral midline,midline,16,13,1,1,1
691,691,C_63.Maxilla ventral midline,midline,16,13,1,1,1
692,692,C_63.Maxilla ventral midline,midline,16,13,1,1,1
693,693,C_63.Maxilla ventral midline,midline,16,13,1,1,1
694,694,C_63.Maxilla ventral midline,midline,16,13,1,1,1
695,695,C_63.Maxilla ventral midline,midline,16,13,1,1,1
696,696,C_64.Maxilla ventral anterior,left,16,13,1,1,1
697,697,C_64.Maxilla ventral anterior,left,16,13,1,1,1
698,698,C_64.Maxilla ventral anterior,left,16,13,1,1,1
699,699,C_64.Maxilla ventral anterior,left,16,13,1,1,1
700,700,C_64.Maxilla ventral anterior,left,16,13,1,1,1
701,701,C_65.Maxilla ventral lateral,left,16,13,1,1,1
702,702,C_65.Maxilla ventral lateral,left,16,13,1,1,1
703,703,C_65.Maxilla ventral lateral,left,16,13,1,1,1
704,704,C_65.Maxilla ventral lateral,left,16,13,1,1,1
705,705,C_65.Maxilla ventral lateral,left,16,13,1,1,1
706,706,C_65.Maxilla ventral lateral,left,16,13,1,1,1
707,707,C_65.Maxilla ventral lateral,left,16,13,1,1,1
708,708,C_65.Maxilla ventral lateral,left,16,13,1,1,1
709,709,C_65.Maxilla ventral lateral,left,16,13,1,1,1
710,710,C_65.Maxilla ventral lateral,left,16,13,1,1,1
711,711,C_65.Maxilla ventral lateral,left,16,13,1,1,1
712,712,C_65.Maxilla ventral lateral,left,16,13,1,1,1
713,713,C_65.Maxilla ventral lateral,left,16,13,1,1,1
714,714,C_65.Maxilla ventral lateral,left,16,13,1,1,1
715,715,C_65.Maxilla ventral lateral,left,16,13,1,1,1
716,716,C_65.Maxilla ventral lateral,left,16,13,1,1,1
717,717,C_65.Maxilla ventral lateral,left,16,13,1,1,1
718,718,C_65.Maxilla ventral lateral,left,16,13,1,1,1
719,719,C_65.Maxilla ventral lateral,left,16,13,1,1,1
720,720,C_65.Maxilla ventral lateral,left,16,13,1,1,1
721,721,C_66.Maxilla ventral posterior,left,16,13,1,1,1
722,722,C_66.Maxilla ventral posterior,left,16,13,1,1,1
723,723,C_66.Maxilla ventral posterior,left,16,13,1,1,1
724,724,C_66.Maxilla ventral posterior,left,16,13,1,1,1
725,725,C_66.Maxilla ventral posterior,left,16,13,1,1,1
726,726,C_66.Maxilla ventral posterior,left,16,13,1,1,1
727,727,C_66.Maxilla ventral posterior,left,16,13,1,1,1
728,728,C_66.Maxilla ventral posterior,left,16,13,1,1,1
729,729,C_66.Maxilla ventral posterior,left,16,13,1,1,1
730,730,C_66.Maxilla ventral posterior,left,16,13,1,1,1
731,731,C_66.Maxilla ventral posterior,left,16,13,1,1,1
732,732,C_66.Maxilla ventral posterior,left,16,13,1,1,1
733,733,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
734,734,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
735,735,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
736,736,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
737,737,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
738,738,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
739,739,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
740,740,C_67.Premaxilla ventral posterior,left,17,14,1,1,1
741,741,C_68.Premaxilla ventral lateral,left,17,14,1,1,1
742,742,C_68.Premaxilla ventral lateral,left,17,14,1,1,1
743,743,C_68.Premaxilla ventral lateral,left,17,14,1,1,1
744,744,C_68.Premaxilla ventral lateral,left,17,14,1,1,1
745,745,C_68.Premaxilla ventral lateral,left,17,14,1,1,1
746,746,C_68.Premaxilla ventral lateral,left,17,14,1,1,1
747,747,C_69.Premaxilla ventral medial,left,17,14,1,1,1
748,748,C_69.Premaxilla ventral medial,left,17,14,1,1,1
749,749,C_69.Premaxilla ventral medial,left,17,14,1,1,1
750,750,C_69.Premaxilla ventral medial,left,17,14,1,1,1
751,751,C_69.Premaxilla ventral medial,left,17,14,1,1,1
752,752,C_69.Premaxilla ventral medial,left,17,14,1,1,1
753,753,C_69.Premaxilla ventral medial,left,17,14,1,1,1
754,754,C_69.Premaxilla ventral medial,left,17,14,1,1,1
