AZ_order,Filename,Tip_Label,Final_name,Superorder,Order,Order_colour,Family,Collection,Specimen,Scan Location,Status,Geologic Age,Habitat,Locomotion,Diet,Social,Activity,Development
112,Eubalaena_australis,Eubalaena_australis,Eubalaena_australis,Laurasiatheria,Cetacea,#0000CC,Balaenidae,NHMUK ZD,1873.3.3.1,Phenome10K,Extant,Recent,Aquatic,Aquatic,Bulk invertivore,Social,All,Precocial
113,Euhapsis_ellicottae,Euhapsis_ellicottae,Euhapsis_ellicottae,Euarchontaglires,Rodentia,#A1D99B,Castoridae,KU,48015,,Extinct,Oligocene,,Fossorial,Herbivore,,,
114,Eulemur_macaco,Eulemur_macaco,Eulemur_macaco,Euarchontaglires,Primates,#006D2C,Lemuridae,USNM,255517,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,All,Altricial
115,Eusmilus_dakotensis,Eusmilus_dakotensis,Eusmilus_dakotensis,Laurasiatheria,Carnivora,#33CCFF,Nimravidae,USNM,18214,Phenome10K,Extinct,Oligocene,,Terrestrial,Carnivore,,,
116,Fossa_fossana,Fossa_fossana,Fossa_fossana,Laurasiatheria,Carnivora,#33CCFF,Eupleridae,NHMUK ZD,1872.8.19.5/GERM 1582b,Phenome10K,Extant,Recent,Closed,Terrestrial,Carnivore,Solitary,Nocturnal,Altricial
117,Furipterus_horrens,Furipterus_horrens,Furipterus_horrens,Laurasiatheria,Chiroptera,#FF00FF,Furipteridae,AMNH,M-78541,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
118,Galidia_elegans,Galidia_elegans,Galidia_elegans,Laurasiatheria,Carnivora,#33CCFF,Eupleridae,NHMUK ZD,2005.2,Phenome10K,Extant,Recent,Closed,Terrestrial,Carnivore,Solitary,Diurnal,Altricial
119,Giraffa_camelopardalis,Giraffa_camelopardalis,Giraffa_camelopardalis,Laurasiatheria,Artiodactyla,#6699FF,Giraffidae,TMM,M6815,Digimorph,Extant,Recent,Open,Terrestrial,Herbivore,Social,Diurnal,Precocial
120,Glaucomys_sabrinus,Glaucomys_sabrinus,Glaucomys_sabrinus,Euarchontaglires,Rodentia,#A1D99B,Sciuridae,UMN,5952,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Nocturnal,Altricial
121,Glossotherium_robustum,Glossotherium_robustum,Glossotherium_robustum,Xenarthra,Pilosa,#999999,Mylodontidae,AMNH,FM 11270,Morphosource,Extinct,Pleistocene,,Terrestrial,Herbivore,,,
122,Glyptodon_typus,Glyptodon_typus,Glyptodon_typus,Xenarthra,Cingulata,#666666,Glyptodontidae,MNHN.F,R85A,Phenome10K,Extinct,Pliocene,,Terrestrial,Omnivore,,,
123,Gorilla_gorilla,Gorilla_gorilla,Gorilla_gorilla,Euarchontaglires,Primates,#006D2C,Hominidae,USNM,176216,Smithsonian 3D,Extant,Recent,Closed,Semi-arboreal,Herbivore,Social,Diurnal,Altricial
124,Graphiurus_hueti,Graphiurus_murinus,Graphiurus_hueti,Euarchontaglires,Rodentia,#A1D99B,Gliridae,NHMUK ZD,1967.1464,Phenome10K,Extant,Recent,Mixed_terrestrial,Arboreal,Omnivore,Social,Nocturnal,Altricial
125,Hapalops_elongatus,Hapalops_elongatus,Hapalops_elongatus,Xenarthra,Pilosa,#999999,Megatheriidae,YPM,VPPU.015597,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
126,Harpagolestes_macrocephalus,Harpagolestes_macrocephalus,Harpagolestes_macrocephalus,Laurasiatheria,Acreodi,#0099CC,Mesonychidae,YPM,VP.011901,Phenome10K,Extinct,Eocene,,Terrestrial,Carnivore,,,
127,Helarctos_malayanus,Helarctos_malayanus,Helarctos_malayanus,Laurasiatheria,Carnivora,#33CCFF,Ursidae,MNHN-ZO-AC,1914-360,Phenome10K,Extant,Recent,Closed,Terrestrial,Omnivore,Solitary,Nocturnal,Altricial
128,Hemigalus_derbyanus,Hemigalus_derbyanus,Hemigalus_derbyanus,Laurasiatheria,Carnivora,#33CCFF,Viverridae,NHMUK ZD,1895.7.30.6,Phenome10K,Extant,Recent,Closed,Arboreal,Carnivore,Solitary,Nocturnal,Altricial
129,Herpestes_javanicus,Herpestes_javanicus,Herpestes_edwardsii,Laurasiatheria,Carnivora,#33CCFF,Herpestidae,MNHN-ZO-AC,A3444,Phenome10K,Extant,Recent,Open,Terrestrial,Carnivore,Solitary,Diurnal,Altricial
130,Hesperogaulus_wilsoni,Hesperogaulus_wilsoni,Hesperogaulus_wilsoni,Euarchontaglires,Rodentia,#A1D99B,Mylagaulidae,LACM,142506,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
131,Hexaprotodon_liberiensis,Choeropsis_liberiensis,Hexaprotodon_liberiensis,Laurasiatheria,Artiodactyla,#6699FF,Hippopotamidae,NHMUK ZE,1967.3.20.1,Phenome10K,Extant,Recent,Closed,Semi-aquatic,Herbivore,Solitary,Nocturnal,Precocial
132,Hipposideros_armiger,Hipposideros_armiger,Hipposideros_armiger,Laurasiatheria,Chiroptera,#FF00FF,Hipposideridae,AMNH,M-272274,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
133,Hippotragus_equinus,Hippotragus_equinus,Hippotragus_equinus,Laurasiatheria,Artiodactyla,#6699FF,Bovidae,NHMUK ZE,1962.12.4.2,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Social,Diurnal,Precocial
134,Holmesina_occidentalis,Holmesina_occidentalis,Holmesina_occidentalis,Xenarthra,Cingulata,#666666,Pampatheriidae,ROM,3881,,Extinct,Pleistocene,,Terrestrial,Omnivore,,,
135,Homocamelus_caninus,Homocamelus_caninus,Homocamelus_caninus,Laurasiatheria,Artiodactyla,#6699FF,Camelidae,AMNH,F:AM25060,Morphosource,Extinct,Miocene,,Terrestrial,Herbivore,,,
136,Homotherium_sp,Homotherium_sp,Homotherium_sp,Laurasiatheria,Carnivora,#33CCFF,Felidae,AMNH,FM 95297,Morphosource,Extinct,Miocene,,Terrestrial,Carnivore,,,
137,Hoplophoenus_primaevus,Hoplophoneus_primaevus,Hoplophoenus_primaevus,Laurasiatheria,Carnivora,#33CCFF,Nimravidae,YPM,VPPU.010515,Phenome10K,Extinct,Eocene,,Terrestrial,Carnivore,,,
138,Hyaena_hyaena,Hyaena_hyaena,Hyaena_hyaena,Laurasiatheria,Carnivora,#33CCFF,Hyaenidae,MNHN-ZO-AC,1930-220,Phenome10K,Extant,Recent,Open,Terrestrial,Carnivore,Solitary,Diurnal,Altricial
139,Hyaenodon_paucidens,Hyaenodon_paucidens,Hyaenodon_paucidens,Laurasiatheria,Creodonta,#3399CC,Hyaenodontidae,AMNH,FM 647,Morphosource,Extinct,Eocene,,Terrestrial,Carnivore,,,
140,Hydropotes_inermis,Hydropotes_inermis,Hydropotes_inermis,Laurasiatheria,Artiodactyla,#6699FF,Cervidae,NHMUK GERM,1551c,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Solitary,Crepuscular,Precocial
141,Hylobates_lar,Hylobates_lar,Hylobates_lar,Euarchontaglires,Primates,#006D2C,Hylobatidae,NHMUK ZD,1955.1498,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Diurnal,Altricial
142,Hyracodon_nebraskensis,Hyracodon_nebraskensis,Hyracodon_nebraskensis,Laurasiatheria,Perissodactyla,#669999,Hyracodontidae,FMNH,P12011,Morphosource,Extinct,Eocene,,Terrestrial,Herbivore,,,
143,Hystrix_cristata,Hystrix_cristata,Hystrix_cristata,Euarchontaglires,Rodentia,#A1D99B,Hystricidae,NHMUK ZD,1914.3.8.50,Phenome10K,Extant,Recent,Mixed_terrestrial,Terrestrial,Herbivore,Social,Nocturnal,Precocial
144,Ictitherium_viverrinum,Ictitherium_viverrinum,Ictitherium_viverrinum,Laurasiatheria,Carnivora,#33CCFF,Hyaenidae,AMNH,F:AM 147032,Morphosource,Extinct,Miocene,,Terrestrial,Carnivore,,,
145,Ictops_dakotensis,Ictops_dakotensis,Ictops_dakotensis,Stem,Leptictida,#993300,Leptictidae,FMNH,UC620,Morphosource,Extinct,Eocene,,Terrestrial,Invertivore,,,
146,Indri_indri,Indri_indri,Indri_indri,Euarchontaglires,Primates,#006D2C,Indriidae,NHMUK ZD,1935.1.8.2,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Diurnal,Altricial
147,Inia_geoffrensis,Inia_geoffrensis,Inia_geoffrensis,Laurasiatheria,Cetacea,#0000CC,Iniidae,AMNH,93415,Morphosource,Extant,Recent,Aquatic,Aquatic,Piscivore,Solitary,All,Precocial
148,Kannabateomys_amblyonyx,Kannabateomys_amblyonyx,Kannabateomys_amblyonyx,Euarchontaglires,Rodentia,#A1D99B,Echimyidae,NHMUK ZD,1929.6.6.64,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Solitary,Nocturnal,Precocial
149,Kerivoula_minuta,Kerivoula_minuta,Kerivoula_minuta,Laurasiatheria,Chiroptera,#FF00FF,Vespertilionidae,AMNH,M-267626,Morphosource,Extant,Recent,Closed,Volant,Invertivore,unknown,Nocturnal,Altricial
150,Kerodon_rupestris,Kerodon_rupestris,Kerodon_rupestris,Euarchontaglires,Rodentia,#A1D99B,Caviidae,NHMUK ZD,1903.9.5.108,Phenome10K,Extant,Recent,Open,Saxicolous,Herbivore,Social,Crepuscular,Precocial
151,Kobus_ellipsiprymnus,Kobus_ellipsiprymnus,Kobus_ellipsiprymnus,Laurasiatheria,Artiodactyla,#6699FF,Bovidae,NHMUK ZD,1966.817,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Social,Diurnal,Precocial
152,Kogia_breviceps,Kogia_breviceps,Kogia_breviceps,Laurasiatheria,Cetacea,#0000CC,Kogiidae,USNM,22015,Phenome10K,Extant,Recent,Aquatic,Aquatic,Bulk invertivore,Social,All,Precocial
153,Lagenorhynchus_albirostris,Lagenorhynchus_albirostris,Lagenorhynchus_albirostris,Laurasiatheria,Cetacea,#0000CC,Delphinidae,AMNH,37162,Morphosource,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,All,Precocial
154,Lasionycteris_noctivagans,Lasionycteris_noctivagans,Lasionycteris_noctivagans,Laurasiatheria,Chiroptera,#FF00FF,Vespertilionidae,AMNH,M-213141,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Solitary,Nocturnal,Altricial
155,Leontopithecus_rosalia,Leontopithecus_rosalia,Leontopithecus_rosalia,Euarchontaglires,Primates,#006D2C,Cebidae,NHMUK ZD,1939.612,Phenome10K,Extant,Recent,Closed,Arboreal,Omnivore,Social,Diurnal,Altricial
156,Lepilemur_microdon,Lepilemur_microdon,Lepilemur_microdon,Euarchontaglires,Primates,#006D2C,Lepilemuridae,NHMUK ZD,1897.9.1.16,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Nocturnal,Altricial
157,Leptictis_sp,Leptictis_sp,Leptictis_sp,Stem,Leptictida,#993300,Leptictidae,AMNH,FM 38920,Morphosource,Extinct,Eocene,,Terrestrial,Invertivore,,,
158,Lepus_californicus,Lepus_californicus,Lepus_californicus,Euarchontaglires,Lagomorpha,#C7E9C0,Leporidae,TMM,M-7500,Digimorph,Extant,Recent,Open,Terrestrial,Herbivore,Solitary,Nocturnal,Precocial
159,Lontra_felina,Lontra_felina,Lontra_felina,Laurasiatheria,Carnivora,#33CCFF,Mustelidae,MNHN-ZO-AC,1932-3019,Phenome10K,Extant,Recent,Aquatic,Aquatic,Carnivore,Solitary,Diurnal,Altricial
160,Loris_tardigradus,Loris_tardigradus,Loris_tardigradus,Euarchontaglires,Primates,#006D2C,Loridae,MNHN-ZO-AC,1958-717,,Extant,Recent,Closed,Arboreal,Invertivore,Social,Nocturnal,Altricial
161,Macrauchenia_sp,Macrauchenia_sp,Macrauchenia_sp,Laurasiatheria,Litopterna,#CCCCFF,Macraucheniidae,NHMUK PV,cast,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
162,Macroeuphractus_sp,Macroeuphractus_sp,Macroeuphractus_sp,Xenarthra,Cingulata,#666666,Dasypodidae,NHMUK PV M,5444,Phenome10K,Extinct,Miocene,Open,Terrestrial,Carnivore,,,
163,Macroscelides_proboscideus,Macroscelides_proboscideus,Macroscelides_proboscideus,Afrotheria,Macroscelidea,#FDBB84,Macroscelididae,AMNH,M-161535,Digimorph,Extant,Recent,Desert,Semi-fossorial,Invertivore,Solitary,Diurnal,Precocial
164,Manis_javanicum,Manis_javanica,Manis_javanica,Laurasiatheria,Pholidota,#3366FF,Manidae,LDUCZ,z.42,Phenome10K,Extant,Recent,Mixed_terrestrial,Arboreal,Social insectivore,Solitary,Nocturnal,Precocial
165,Massoutiera_rothschildi,Massoutiera_mzabi,Massoutiera_mzabi,Euarchontaglires,Rodentia,#A1D99B,Ctenodactylidae,NHMUK ZD,1934.8.2.84,Phenome10K,Extant,Recent,Desert,Saxicolous,Herbivore,Social,Diurnal,Precocial
166,Megaladapis_edwardsi,Megaladapis_edwardsi,Megaladapis_edwardsi,Euarchontaglires,Primates,#006D2C,Megaladapidae,MNHN.F,MAD8772a,Phenome10K,Extinct,Holocene,,Arboreal,Herbivore,,,
167,Megaptera_novaeangliae,Megaptera_novaeangliae,Megaptera_novaeangliae,Laurasiatheria,Cetacea,#0000CC,Balaenopteridae,NHMUK GERM,792a,Phenome10K,Extant,Recent,Aquatic,Aquatic,Bulk invertivore,Social,All,Precocial
168,Megatherium_americanum,Megatherium_americanum,Megatherium_americanum,Xenarthra,Pilosa,#999999,Megatheriidae,NHMUK PV OR,19953,Phenome10K,Extinct,Pleistocene,,Terrestrial,Herbivore,,,
169,Mephitis_mephitis,Mephitis_mephitis,Mephitis_mephitis,Laurasiatheria,Carnivora,#33CCFF,Mustelidae,USNM,260921,Phenome10K,Extant,Recent,Open,Terrestrial,Omnivore,Solitary,Nocturnal,Altricial
170,Merycochoerus_proprius,Merycochoerus_proprius,Merycochoerus_proprius,Laurasiatheria,Artiodactyla,#6699FF,Merycoidodontidae,YPM,VP.65848,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
171,Mesocyon_coryphaeus,Mesocyon_coryphaeus,Mesocyon_coryphaeus,Laurasiatheria,Carnivora,#33CCFF,Canidae,AMNH,FM 6859,Morphosource,Extinct,Oligocene,,Terrestrial,Carnivore,,,
172,Mesohippus_meteulophus,Mesohippus_meteulophus,Mesohippus_meteulophus,Laurasiatheria,Perissodactyla,#669999,Equidae,AMNH,FM 1210,Morphosource,Extinct,Oligocene,,Terrestrial,Herbivore,,,
173,Mesoplodon_europaeus,Mesoplodon_europaeus,Mesoplodon_europaeus,Laurasiatheria,Cetacea,#0000CC,Ziphiidae,USNM,504256,Phenome10K,Extant,Recent,Aquatic,Aquatic,Bulk invertivore,Social,All,Precocial
174,Metarhinus_fluviatilis,Metarhinus_fluviatilis,Metarhinus_fluviatilis,Laurasiatheria,Perissodactyla,#669999,Brontotheriidae,FMNH,P12187,Morphosource,Extinct,Eocene,,Terrestrial,Herbivore,,,
175,Micropteropus_pusillus,Micropteropus_pusillus,Epomophorus_pusillus,Laurasiatheria,Chiroptera,#FF00FF,Pteropodidae,AMNH,M-257028,Morphosource,Extant,Recent,Open,Volant,Herbivore,Social,Nocturnal,Altricial
176,Miniochoerus_gracilis,Miniochoerus_gracilis,Miniochoerus_gracilis,Laurasiatheria,Artiodactyla,#6699FF,Merycoidodontidae,USNM,628720,Phenome10K,Extinct,Oligocene,,Terrestrial,Herbivore,,,
177,Miniopterus_australis,Miniopterus_australis,Miniopterus_australis,Laurasiatheria,Chiroptera,#FF00FF,Miniopteridae,AMNH,M-160287,Morphosource,Extinct,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
178,Miolabis_fricki,Miolabis_fricki,Miolabis_fricki,Laurasiatheria,Artiodactyla,#6699FF,Camelidae,LACM,131796,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
179,Moeritherium_andrewsi,Moeritherium_andrewsi,Moeritherium_andrewsi,Afrotheria,Proboscidea,#FC8D59,Moeritheriidae,AMNH,FM 9983,Morphosource,Extinct,Eocene,,Terrestrial,Herbivore,,,
180,Molossus_rufus,Molossus_rufus,Molossus_rufus,Laurasiatheria,Chiroptera,#FF00FF,Molossidae,AMNH,M-274122,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
181,Monachus_tropicalis,Monachus_monachus,Monachus_monachus,Laurasiatheria,Carnivora,#33CCFF,Phocidae,USNM,100358,Digimorph,Extant,Recent,Aquatic,Aquatic,Piscivore,Solitary,Crepuscular,Altricial
182,Mops_thersites,Mops_thersites,Mops_thersites,Laurasiatheria,Chiroptera,#FF00FF,Molossidae,AMNH,M-236347,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
183,Moropus_elatus,Moropus_elatus,Moropus_elatus,Laurasiatheria,Perissodactyla,#669999,Chalicotheriidae,AMNH,FM 14379,Morphosource,Extinct,Miocene,,Terrestrial,Herbivore,,,
184,Moschus_moschiferus,Moschus_moschiferus,Moschus_moschiferus,Laurasiatheria,Artiodactyla,#6699FF,Moschidae,NHMUK ZD,1926.4.2.1,Phenome10K,Extant,Recent,Closed,Terrestrial,Herbivore,Solitary,Nocturnal,Precocial
185,Muntiacus_muntjack,Muntiacus_muntjak,Muntiacus_muntjak,Laurasiatheria,Artiodactyla,#6699FF,Cervidae,NHMUK ZD,1915.3.2.1,Phenome10K,Extant,Recent,Mixed_terrestrial,Terrestrial,Omnivore,Solitary,All,Precocial
186,Myocastor_coypu,Myocastor_coypus,Myocastor_coypus,Euarchontaglires,Rodentia,#A1D99B,Myocastoridae,UMN,2805,Phenome10K,Extant,Recent,Mixed_terrestrial,Semi-aquatic,Herbivore,Social,Nocturnal,Precocial
187,Myodes_gapperi,Myodes_gapperi,Clethrionomys_gapperi,Euarchontaglires,Rodentia,#A1D99B,Cricetidae,UMN,5740,Phenome10K,Extant,Recent,Closed,Terrestrial,Herbivore,Solitary,Nocturnal,Altricial
188,Myospalax_psilurus,Myospalax_psilurus,Myospalax_psilurus,Euarchontaglires,Rodentia,#A1D99B,Spalacidae,NHMUK ZD,1926.2.3.14,Phenome10K,Extant,Recent,Open,Fossorial,Herbivore,Solitary,Nocturnal,
189,Myotis_vivesi,Myotis_vivesi,Myotis_vivesi,Laurasiatheria,Chiroptera,#FF00FF,Vespertilionidae,AMNH,M-180834,Morphosource,Extant,Recent,Open,Volant,Piscivore,Social,Nocturnal,Altricial
190,Mystacina_tuberculata,Mystacina_tuberculata,Mystacina_tuberculata,Laurasiatheria,Chiroptera,#FF00FF,Mystacinidae,AMNH,M-173919,Morphosource,Extant,Recent,Closed,Volant,Omnivore,Social,Nocturnal,Altricial
191,Myzopoda_aurita,Myzopoda_aurita,Myzopoda_aurita,Laurasiatheria,Chiroptera,#FF00FF,Myzopodidae,AMNH,M-257130,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
192,Nandinia_binotata,Nandinia_binotata,Nandinia_binotata,Laurasiatheria,Carnivora,#33CCFF,Nandiniidae,MNHN-ZO-AC,1966-213,Phenome10K,Extant,Recent,Closed,Arboreal,Omnivore,Solitary,Nocturnal,Altricial
193,Natalus_major,Natalus_major,Natalus_major,Laurasiatheria,Chiroptera,#FF00FF,Natalidae,AMNH,M-278371,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
194,Neofelis_nebulosa,Neofelis_nebulosa,Neofelis_nebulosa,Laurasiatheria,Carnivora,#33CCFF,Felidae,NHMUK ZD,1939.336,Phenome10K,Extant,Recent,Closed,Arboreal,Carnivore,Solitary,Nocturnal,Altricial
195,Neohipparion_affine,Neohipparion_affine,Neohipparion_affine,Laurasiatheria,Perissodactyla,#669999,Equidae,UNSM,101500,Morphosource,Extinct,Miocene,,Terrestrial,Herbivore,,,
196,Neoparadoxia_cecilialina,Neoparadoxia_cecilialina,Neoparadoxia_cecilialina,Afrotheria,Desmostylia,#7F0000,Paleoparadoxiidae,LACM,150000,Phenome10K,Extinct,Miocene,,Semi-aquatic,Herbivore,,,
197,Neoreomys_australis,Neoreomys_australis,Neoreomys_australis,Euarchontaglires,Rodentia,#A1D99B,Dasyproctidae,YPM,VPPU.015572,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
198,Neoromica_nanu,Neoromicia_nana,Neoromica_nanus,Laurasiatheria,Chiroptera,#FF00FF,Vespertilionidae,AMNH,M-276136,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
199,Neotherium_mirum,Neotherium_mirum,Neotherium_mirum,Laurasiatheria,Carnivora,#33CCFF,Odobenidae,LACM,131950,Phenome10K,Extinct,Miocene,Aquatic,Aquatic,Carnivore,,,
200,Neotoma_albigula,Neotoma_albigula,Neotoma_albigula,Euarchontaglires,Rodentia,#A1D99B,Cricetidae,UMN,3965,Phenome10K,Extant,Recent,Desert,Terrestrial,Herbivore,Solitary,Nocturnal,Altricial
201,Nesomys_rufus,Nesomys_rufus,Nesomys_rufus,Euarchontaglires,Rodentia,#A1D99B,Nesomyidae,NHMUK ZD,1935.1.8.335,Phenome10K,Extant,Recent,Closed,Terrestrial,Herbivore,Solitary,Diurnal,Altricial
202,Noctilio_albiventris,Noctilio_albiventris,Noctilio_albiventris,Laurasiatheria,Chiroptera,#FF00FF,Noctilionidae,AMNH,M-243717,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
203,Nothrotheriops_sp,Nothrotheriops_sp,Nothrotheriops_sp,Xenarthra,Pilosa,#999999,Nothrotheriidae,MNHN.F,cast,Phenome10K,Extinct,Pliocene,,Terrestrial,Herbivore,,,
204,Notostylops_pendens,Notostylops_pendens,Notostylops_pendens,Laurasiatheria,Notoungulata,#FFCCFF,Notostylopidae,AMNH,FM 28634,Morphosource,Extinct,Eocene,,Terrestrial,Herbivore,,,
205,Nycteris_tragata,Nycteris_tragata,Nycteris_tragata,Laurasiatheria,Chiroptera,#FF00FF,Nycteridae,AMNH,M-247250,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
206,Ochotona_pallasi,Ochotona_pallasi,Ochotona_pallasi,Euarchontaglires,Lagomorpha,#C7E9C0,Ochotonidae,NHMUK ZD,1994.230.,Phenome10K,Extant,Recent,Open,Semi-fossorial,Herbivore,Solitary,Diurnal,Altricial
207,Odobenocetops_sp,Odobenocetops_peruvianus,Odobenocetops_peruvianus,Laurasiatheria,Cetacea,#0000CC,Odobenocetopsidae,SMNK PAL,2491,Phenome10K,Extinct,Miocene,Aquatic,Aquatic,Carnivore,,,
208,Odobenus_rosmarus,Odobenus_rosmarus,Odobenus_rosmarus,Laurasiatheria,Carnivora,#33CCFF,Odobenidae,MVZ,125566,Digimorph,Extant,Recent,Aquatic,Aquatic,Invertivore,Social,Diurnal,Altricial
209,Onychmys_leucogaster,Onychomys_leucogaster,Onychomys_leucogaster,Euarchontaglires,Rodentia,#A1D99B,Cricetidae,UMN,3985,Phenome10K,Extant,Recent,Open,Semi-fossorial,Invertivore,Solitary,Nocturnal,Altricial
210,Oodectes_sp,Oodectes_sp,Oodectes_sp,Laurasiatheria,Carnivora,#33CCFF,Miacidae,AMNH,FM 14008,Morphosource,Extinct,Eocene,,Semi-arboreal,Invertivore,,,
211,Orycteropus_afer,Orycteropus_afer,Orycteropus_afer,Afrotheria,Tubulidentata,#EF6548,Orycteropodidae,AMNH,M-51909,Digimorph,Extant,Recent,Open,Fossorial,Social insectivore,Solitary,Nocturnal,Altricial
212,Oryctolagus_cuniculus,Oryctolagus_cuniculus,Oryctolagus_cuniculus,Euarchontaglires,Lagomorpha,#C7E9C0,Leporidae,LDUCZ,z.1703,Phenome10K,Extant,Recent,Mixed_terrestrial,Semi-fossorial,Herbivore,Social,Nocturnal,Altricial
213,Osbornodon_fricki,Osbornodon_fricki,Osbornodon_fricki,Laurasiatheria,Carnivora,#33CCFF,Canidae,AMNH,F:AM 67098,Morphosource,Extinct,Miocene,,Terrestrial,Carnivore,,,
214,Otolemur_crassicaudatus,Otolemur_crassicaudatus,Otolemur_crassicaudatus,Euarchontaglires,Primates,#006D2C,Galagidae,NHMUK ZD,1964.911,Phenome10K,Extant,Recent,Closed,Arboreal,Omnivore,Social,Nocturnal,Altricial
215,Otomys_angoniensi,Otomys_angoniensis,Otomys_angoniensis,Euarchontaglires,Rodentia,#A1D99B,Muridae,NHMUK ZD,1950.1478,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Solitary,Diurnal,Precocial
216,Paedotherium_chapadmalensis,Paedotherium_chapadmalensis,Paedotherium_chapadmalensis,Laurasiatheria,Notoungulata,#FFCCFF,Hegetotheriidae,AMNH,FM 45914,Morphosource,Extinct,Mioccene,,Terrestrial,Herbivore,,,
217,Pakicetus_attocki,Pakicetus_attocki,Pakicetus_attocki,Laurasiatheria,Cetacea,#0000CC,Pakicetidae,UMMP PV M,100148,,Extinct,Eocene,Aquatic,Aquatic,Carnivore,,,
218,Palaeocastor_fossor,Palaeocastor_fossor,Palaeocastor_fossor,Euarchontaglires,Rodentia,#A1D99B,Castoridae,AMNH,F:AM 65022,Morphosource,Extinct,Oligocene,,Semi-aquatic,Herbivore,,,
219,Palaeoprionodon_lamandini,Palaeoprionodon_lamandini,Palaeoprionodon_lamandini,Laurasiatheria,Carnivora,#33CCFF,Feliformia,MNHN.F,QU9370,Phenome10K,Extinct,Oligocene,,Terrestrial,Omnivore,,,
220,Palaeopropithecus_maximus,Palaeopropithecus_maximus,Palaeopropithecus_maximus,Euarchontaglires,Primates,#006D2C,Palaeopropithecidae,MNHN.F,MAD102,Phenome10K,Extinct,Holocene,,Arboreal,Herbivore,,,
221,Pan_troglodytes,Pan_troglodytes,Pan_troglodytes,Euarchontaglires,Primates,#006D2C,Hominidae,NHMUK ZD,1939.3378,Digimorph,Extant,Recent,Closed,Semi-arboreal,Omnivore,Social,Diurnal,Altricial
222,Papio_papio,Papio_hamadryas,Papio_hamadryas,Euarchontaglires,Primates,#006D2C,Cercopithecidae,USNM,378669,Smithsonian 3D,Extant,Recent,Open,Terrestrial,Omnivore,Social,Diurnal,Altricial
223,Paracastoroides_kansensis,Castoroides_kansensis,Paracastoroides_kansensis,Euarchontaglires,Rodentia,#A1D99B,Castoridae,MNHN.F,1953-17,Phenome10K,Extinct,Pleistocene,,Semi-aquatic,Herbivore,,,
224,Paraceratherium_sp,Paraceratherium_sp,Paraceratherium_sp,Laurasiatheria,Perissodactyla,#669999,Paraceratheriidae,NHMUK PV M,84196,Phenome10K,Extinct,Oligocene,,Terrestrial,Herbivore,,,
225,Paradoxurus_hermaphroditus,Paradoxurus_hermaphroditus,Paradoxurus_hermaphroditus,Laurasiatheria,Carnivora,#33CCFF,Viverridae,MNHN-ZO-AC,1990-581,Phenome10K,Extant,Recent,Closed,Semi-arboreal,Omnivore,Solitary,Nocturnal,Altricial
226,Parahippus_tyleri,Parahippus_tyleri,Parahippus_tyleri,Laurasiatheria,Perissodactyla,#669999,Equidae,FMNH,UC1251,Morphosource,Extinct,Oligocene,,Terrestrial,Herbivore,,,
227,Pedetes_safer,Pedetes_capensis,Pedetes_capensis,Euarchontaglires,Rodentia,#A1D99B,Pedetidae,UM,N502,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Solitary,Nocturnal,Altricial
228,Petromys_typicus,Petromus_typicus,Petromus_typicus,Euarchontaglires,Rodentia,#A1D99B,Petromuridae,NHMUK ZD,1925.12.4.208,Phenome10K,Extant,Recent,Desert,Saxicolous,Herbivore,Solitary,Diurnal,Precocial
